,Unnamed: 0,year,essay_number,essay_ID,essay_version,ground_truth,pyramid_name,output_vector,identifier,is_file_found,Dimension 1,Dimension 2,Dimension 3,Dimension 4,Dimension 5,Dimension 6,Dimension 7,Dimension 8
451,665,2023.0,1.0,6459961294c9f20713361728,O,0.0,20221207.0,"[0, 0, 0, 0, 0, 0]",1O0,True,0,0,0,0,0,0,,
452,666,2023.0,1.0,6459961294c9f20713361734,O,0.0,20221207.0,"[0, 0, 0, 0, 1, 0]",1O0,True,0,0,0,0,1,0,,
453,667,2023.0,1.0,6459961394c9f20713361738,O,0.0,20221207.0,"[1, 1, 0, 0, 1, 1]",1O0,True,1,1,0,0,1,1,,
454,668,2023.0,1.0,6459961394c9f20713361740,O,0.0,20221207.0,"[1, 1, 0, 1, 1, 1]",1O0,True,1,1,0,1,1,1,,
455,669,2023.0,1.0,6459961594c9f20713361754,O,0.0,20221207.0,"[0, 0, 0, 0, 1, 0]",1O0,True,0,0,0,0,1,0,,
456,670,2023.0,1.0,6459961594c9f20713361758,O,0.0,20221207.0,"[1, 0, 0, 1, 1, 1]",1O0,True,1,0,0,1,1,1,,
457,672,2023.0,1.0,6459961794c9f20713361770,O,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1O0,True,1,1,1,1,1,1,,
458,673,2023.0,1.0,6459961794c9f20713361774,O,0.0,20221207.0,"[1, 1, 1, 0, 1, 1]",1O0,True,1,1,1,0,1,1,,
459,674,2023.0,1.0,6459961994c9f2071336178c,O,0.0,20221207.0,"[1, 1, 0, 1, 1, 1]",1O0,True,1,1,0,1,1,1,,
460,675,2023.0,1.0,6459961a94c9f20713361794,O,0.0,20221207.0,"[0, 0, 1, 1, 1, 0]",1O0,True,0,0,1,1,1,0,,
461,676,2023.0,1.0,6459961a94c9f20713361798,O,0.0,20221207.0,"[0, 1, 0, 0, 1, 1]",1O0,True,0,1,0,0,1,1,,
462,677,2023.0,1.0,6459961c94c9f207133617ac,O,0.0,20221207.0,"[0, 1, 0, 0, 1, 1]",1O0,True,0,1,0,0,1,1,,
463,678,2023.0,1.0,6459961c94c9f207133617b0,O,0.0,20221207.0,"[0, 1, 0, 0, 0, 1]",1O0,True,0,1,0,0,0,1,,
464,681,2023.0,1.0,644f323bf57bcd3970557759,O,0.0,20221207.0,"[1, 1, 0, 0, 1, 0]",1O0,True,1,1,0,0,1,0,,
465,682,2023.0,1.0,644f323cf57bcd3970557765,O,0.0,20221207.0,"[0, 0, 0, 0, 1, 1]",1O0,True,0,0,0,0,1,1,,
466,683,2023.0,1.0,644f323ef57bcd3970557779,O,0.0,20221207.0,"[0, 0, 0, 0, 1, 1]",1O0,True,0,0,0,0,1,1,,
467,684,2023.0,1.0,644f323ef57bcd397055777d,O,0.0,20221207.0,"[1, 1, 0, 0, 1, 1]",1O0,True,1,1,0,0,1,1,,
468,685,2023.0,1.0,644f323ff57bcd3970557785,O,0.0,20221207.0,"[0, 0, 0, 0, 1, 1]",1O0,True,0,0,0,0,1,1,,
469,687,2023.0,1.0,644f3240f57bcd3970557795,O,0.0,20221207.0,"[1, 1, 0, 1, 1, 1]",1O0,True,1,1,0,1,1,1,,
470,688,2023.0,1.0,644f3240f57bcd3970557799,O,0.0,20221207.0,"[1, 1, 0, 0, 1, 0]",1O0,True,1,1,0,0,1,0,,
471,689,2023.0,1.0,644f3241f57bcd39705577a1,O,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1O0,True,1,1,1,1,1,1,,
472,690,2023.0,1.0,644f3241f57bcd39705577a5,O,0.0,20221207.0,"[1, 0, 0, 0, 1, 0]",1O0,True,1,0,0,0,1,0,,
473,691,2023.0,1.0,644f3242f57bcd39705577a9,O,0.0,20221207.0,"[1, 1, 0, 1, 1, 1]",1O0,True,1,1,0,1,1,1,,
474,692,2023.0,1.0,644f3242f57bcd39705577ad,O,0.0,20221207.0,"[0, 0, 1, 0, 1, 0]",1O0,True,0,0,1,0,1,0,,
475,693,2023.0,1.0,644f3242f57bcd39705577b1,O,0.0,20221207.0,"[0, 0, 0, 0, 1, 0]",1O0,True,0,0,0,0,1,0,,
476,694,2023.0,1.0,644f3243f57bcd39705577b9,O,0.0,20221207.0,"[0, 0, 0, 0, 1, 0]",1O0,True,0,0,0,0,1,0,,
477,695,2023.0,1.0,644f3243f57bcd39705577bd,O,0.0,20221207.0,"[0, 0, 0, 1, 0, 1]",1O0,True,0,0,0,1,0,1,,
478,696,2023.0,1.0,644f3244f57bcd39705577c5,O,0.0,20221207.0,"[1, 1, 0, 1, 1, 1]",1O0,True,1,1,0,1,1,1,,
479,697,2023.0,1.0,644f3244f57bcd39705577c9,O,0.0,20221207.0,"[0, 0, 0, 0, 1, 0]",1O0,True,0,0,0,0,1,0,,
480,698,2023.0,1.0,644f3244f57bcd39705577cd,O,0.0,20221207.0,"[0, 0, 0, 0, 1, 0]",1O0,True,0,0,0,0,1,0,,
481,699,2023.0,1.0,644f3245f57bcd39705577d1,O,0.0,20221207.0,"[0, 0, 0, 0, 1, 0]",1O0,True,0,0,0,0,1,0,,
482,700,2023.0,1.0,644f3245f57bcd39705577d5,O,0.0,20221207.0,"[1, 0, 0, 0, 1, 1]",1O0,True,1,0,0,0,1,1,,
483,701,2023.0,1.0,644f3245f57bcd39705577d9,O,0.0,20221207.0,"[1, 1, 0, 0, 1, 1]",1O0,True,1,1,0,0,1,1,,
484,702,2023.0,1.0,644f3245f57bcd39705577dd,O,0.0,20221207.0,"[1, 0, 0, 1, 1, 1]",1O0,True,1,0,0,1,1,1,,
485,703,2023.0,1.0,644f3246f57bcd39705577e1,O,0.0,20221207.0,"[1, 0, 0, 0, 1, 1]",1O0,True,1,0,0,0,1,1,,
486,704,2023.0,1.0,644f3246f57bcd39705577e5,O,0.0,20221207.0,"[0, 0, 0, 0, 1, 0]",1O0,True,0,0,0,0,1,0,,
487,705,2023.0,1.0,644f3247f57bcd39705577f1,O,0.0,20221207.0,"[1, 1, 1, 0, 1, 1]",1O0,True,1,1,1,0,1,1,,
488,706,2023.0,1.0,644f3249f57bcd3970557801,O,0.0,20221207.0,"[0, 1, 1, 0, 1, 0]",1O0,True,0,1,1,0,1,0,,
489,707,2023.0,1.0,644f324af57bcd3970557805,O,0.0,20221207.0,"[1, 0, 0, 0, 1, 0]",1O0,True,1,0,0,0,1,0,,
490,708,2023.0,1.0,644f324af57bcd3970557809,O,0.0,20221207.0,"[0, 0, 0, 0, 1, 1]",1O0,True,0,0,0,0,1,1,,
491,709,2023.0,1.0,644f324af57bcd397055780d,O,0.0,20221207.0,"[1, 0, 0, 0, 1, 1]",1O0,True,1,0,0,0,1,1,,
492,710,2023.0,1.0,644f324bf57bcd3970557811,O,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1O0,True,1,1,1,1,1,1,,
493,711,2023.0,1.0,644f324bf57bcd3970557815,O,0.0,20221207.0,"[1, 1, 0, 0, 1, 1]",1O0,True,1,1,0,0,1,1,,
494,712,2023.0,1.0,644f324bf57bcd3970557819,O,0.0,20221207.0,"[1, 0, 0, 0, 1, 1]",1O0,True,1,0,0,0,1,1,,
495,713,2023.0,1.0,644f324cf57bcd397055781d,O,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1O0,True,1,1,1,1,1,1,,
496,714,2023.0,1.0,644f324cf57bcd3970557825,O,0.0,20221207.0,"[0, 0, 0, 0, 0, 1]",1O0,True,0,0,0,0,0,1,,
497,715,2023.0,1.0,644f324df57bcd3970557829,O,0.0,20221207.0,"[1, 0, 0, 0, 1, 0]",1O0,True,1,0,0,0,1,0,,
498,717,2023.0,1.0,644f324df57bcd3970557831,O,0.0,20221207.0,"[0, 1, 0, 1, 1, 0]",1O0,True,0,1,0,1,1,0,,
499,718,2023.0,1.0,644f324ef57bcd3970557835,O,0.0,20221207.0,"[0, 0, 0, 0, 0, 0]",1O0,True,0,0,0,0,0,0,,
500,719,2023.0,1.0,644f324ef57bcd3970557839,O,0.0,20221207.0,"[1, 1, 0, 0, 1, 1]",1O0,True,1,1,0,0,1,1,,
501,720,2023.0,1.0,644f324ff57bcd3970557841,O,0.0,20221207.0,"[1, 0, 0, 0, 0, 0]",1O0,True,1,0,0,0,0,0,,
502,721,2023.0,1.0,644f324ff57bcd3970557845,O,0.0,20221207.0,"[1, 1, 1, 0, 1, 1]",1O0,True,1,1,1,0,1,1,,
503,722,2023.0,1.0,644f3250f57bcd397055784d,O,0.0,20221207.0,"[0, 1, 0, 0, 1, 1]",1O0,True,0,1,0,0,1,1,,
504,723,2023.0,1.0,644f3250f57bcd3970557851,O,0.0,20221207.0,"[0, 1, 0, 0, 1, 1]",1O0,True,0,1,0,0,1,1,,
505,724,2023.0,1.0,644f3250f57bcd3970557855,O,0.0,20221207.0,"[0, 0, 0, 1, 1, 0]",1O0,True,0,0,0,1,1,0,,
506,725,2023.0,1.0,644f3251f57bcd3970557859,O,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1O0,True,1,1,1,1,1,1,,
507,726,2023.0,1.0,644f3251f57bcd397055785d,O,0.0,20221207.0,"[1, 0, 0, 0, 0, 0]",1O0,True,1,0,0,0,0,0,,
508,727,2023.0,1.0,644f3251f57bcd3970557861,O,0.0,20221207.0,"[1, 0, 0, 0, 1, 1]",1O0,True,1,0,0,0,1,1,,
509,728,2023.0,1.0,644f3251f57bcd3970557865,O,0.0,20221207.0,"[0, 1, 0, 0, 1, 1]",1O0,True,0,1,0,0,1,1,,
510,730,2023.0,1.0,644f3252f57bcd3970557871,O,0.0,20221207.0,"[1, 1, 0, 0, 1, 0]",1O0,True,1,1,0,0,1,0,,
511,731,2023.0,1.0,644f3253f57bcd3970557875,O,0.0,20221207.0,"[0, 0, 0, 0, 0, 0]",1O0,True,0,0,0,0,0,0,,
512,732,2023.0,1.0,644f3253f57bcd3970557879,O,0.0,20221207.0,"[1, 0, 1, 0, 1, 1]",1O0,True,1,0,1,0,1,1,,
513,734,2023.0,1.0,644f3255f57bcd397055788d,O,0.0,20221207.0,"[0, 1, 0, 1, 1, 1]",1O0,True,0,1,0,1,1,1,,
514,735,2023.0,1.0,644f3255f57bcd3970557891,O,0.0,20221207.0,"[1, 1, 0, 0, 1, 1]",1O0,True,1,1,0,0,1,1,,
515,736,2023.0,1.0,644f3255f57bcd3970557895,O,0.0,20221207.0,"[1, 0, 1, 1, 1, 1]",1O0,True,1,0,1,1,1,1,,
516,737,2023.0,1.0,644f3255f57bcd3970557899,O,0.0,20221207.0,"[0, 0, 0, 0, 1, 1]",1O0,True,0,0,0,0,1,1,,
517,738,2023.0,1.0,644f3257f57bcd39705578a5,O,0.0,20221207.0,"[0, 0, 0, 0, 1, 0]",1O0,True,0,0,0,0,1,0,,
518,739,2023.0,1.0,644f3257f57bcd39705578a9,O,0.0,20221207.0,"[0, 0, 0, 0, 1, 0]",1O0,True,0,0,0,0,1,0,,
519,741,2023.0,1.0,64210fc2c9a8df7fa3d2a276_R,R,0.0,20221207.0,"[1, 1, 1, 0, 1, 1]",1R0,True,1,1,1,0,1,1,,
520,742,2023.0,1.0,64210fc3c9a8df7fa3d2a27e_R,R,0.0,20221207.0,"[0, 1, 1, 0, 1, 1]",1R0,True,0,1,1,0,1,1,,
521,743,2023.0,1.0,64210fc3c9a8df7fa3d2a282_R,R,0.0,20221207.0,"[1, 0, 1, 1, 1, 1]",1R0,True,1,0,1,1,1,1,,
522,744,2023.0,1.0,64210fc4c9a8df7fa3d2a286_R,R,0.0,20221207.0,"[1, 0, 1, 1, 1, 1]",1R0,True,1,0,1,1,1,1,,
523,746,2023.0,1.0,64210fc5c9a8df7fa3d2a28e_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
524,747,2023.0,1.0,64210fc5c9a8df7fa3d2a292_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
525,748,2023.0,1.0,64210fc5c9a8df7fa3d2a296_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
526,750,2023.0,1.0,64210fc6c9a8df7fa3d2a29e_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
527,751,2023.0,1.0,64210fc6c9a8df7fa3d2a2a2_R,R,0.0,20221207.0,"[1, 1, 1, 0, 1, 1]",1R0,True,1,1,1,0,1,1,,
528,752,2023.0,1.0,64210fc7c9a8df7fa3d2a2a6_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
529,753,2023.0,1.0,64210fc7c9a8df7fa3d2a2aa_R,R,0.0,20221207.0,"[1, 1, 0, 1, 1, 1]",1R0,True,1,1,0,1,1,1,,
530,754,2023.0,1.0,64210fc7c9a8df7fa3d2a2ae_R,R,0.0,20221207.0,"[1, 0, 1, 1, 1, 1]",1R0,True,1,0,1,1,1,1,,
531,755,2023.0,1.0,64210fc8c9a8df7fa3d2a2b2_R,R,0.0,20221207.0,"[1, 0, 0, 0, 1, 0]",1R0,True,1,0,0,0,1,0,,
532,756,2023.0,1.0,64210fc8c9a8df7fa3d2a2b6_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
533,757,2023.0,1.0,64210fc8c9a8df7fa3d2a2ba_R,R,0.0,20221207.0,"[1, 0, 0, 1, 1, 1]",1R0,True,1,0,0,1,1,1,,
534,758,2023.0,1.0,64210fc9c9a8df7fa3d2a2be_R,R,0.0,20221207.0,"[0, 0, 0, 0, 0, 0]",1R0,True,0,0,0,0,0,0,,
535,759,2023.0,1.0,64210fc9c9a8df7fa3d2a2c2_R,R,0.0,20221207.0,"[1, 0, 1, 1, 1, 1]",1R0,True,1,0,1,1,1,1,,
536,760,2023.0,1.0,64210fc9c9a8df7fa3d2a2c6_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
537,761,2023.0,1.0,64210fcac9a8df7fa3d2a2ca_R,R,0.0,20221207.0,"[1, 0, 0, 0, 1, 1]",1R0,True,1,0,0,0,1,1,,
538,762,2023.0,1.0,64210fcac9a8df7fa3d2a2ce_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
539,763,2023.0,1.0,64210fcbc9a8df7fa3d2a2d6_R,R,0.0,20221207.0,"[1, 0, 1, 1, 1, 1]",1R0,True,1,0,1,1,1,1,,
540,764,2023.0,1.0,64210fcbc9a8df7fa3d2a2da_R,R,0.0,20221207.0,"[0, 1, 0, 1, 1, 1]",1R0,True,0,1,0,1,1,1,,
541,766,2023.0,1.0,64210fccc9a8df7fa3d2a2e2_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
542,768,2023.0,1.0,64210fccc9a8df7fa3d2a2e6_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
543,769,2023.0,1.0,64210fccc9a8df7fa3d2a2ea_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
544,770,2023.0,1.0,64210fcdc9a8df7fa3d2a2ee_R,R,0.0,20221207.0,"[1, 0, 0, 0, 1, 1]",1R0,True,1,0,0,0,1,1,,
545,771,2023.0,1.0,64210fcdc9a8df7fa3d2a2f2_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
546,772,2023.0,1.0,64210fcdc9a8df7fa3d2a2f6_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
547,773,2023.0,1.0,64210fcdc9a8df7fa3d2a2fa_R,R,0.0,20221207.0,"[1, 1, 0, 1, 1, 1]",1R0,True,1,1,0,1,1,1,,
548,774,2023.0,1.0,64210fcec9a8df7fa3d2a2fe_R,R,0.0,20221207.0,"[1, 0, 1, 0, 1, 1]",1R0,True,1,0,1,0,1,1,,
549,775,2023.0,1.0,64210fcec9a8df7fa3d2a306_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
550,776,2023.0,1.0,64210fcfc9a8df7fa3d2a30a_R,R,0.0,20221207.0,"[1, 1, 0, 1, 1, 1]",1R0,True,1,1,0,1,1,1,,
551,777,2023.0,1.0,64210fd0c9a8df7fa3d2a316_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
552,778,2023.0,1.0,64210fd0c9a8df7fa3d2a31a_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
553,779,2023.0,1.0,64210fd0c9a8df7fa3d2a31e_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
554,780,2023.0,1.0,64210fd1c9a8df7fa3d2a322_R,R,0.0,20221207.0,"[1, 0, 0, 1, 1, 1]",1R0,True,1,0,0,1,1,1,,
555,781,2023.0,1.0,64210fd1c9a8df7fa3d2a326_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
556,782,2023.0,1.0,64210fd1c9a8df7fa3d2a32a_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
557,783,2023.0,1.0,64210fd2c9a8df7fa3d2a32e_R,R,0.0,20221207.0,"[1, 1, 0, 1, 1, 1]",1R0,True,1,1,0,1,1,1,,
558,784,2023.0,1.0,64210fd2c9a8df7fa3d2a332_R,R,0.0,20221207.0,"[0, 1, 1, 1, 1, 1]",1R0,True,0,1,1,1,1,1,,
559,786,2023.0,1.0,64210fd2c9a8df7fa3d2a33a_R,R,0.0,20221207.0,"[1, 0, 1, 1, 1, 1]",1R0,True,1,0,1,1,1,1,,
560,787,2023.0,1.0,64210fd3c9a8df7fa3d2a33e_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
561,789,2023.0,1.0,64210fd4c9a8df7fa3d2a34a_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
562,790,2023.0,1.0,64210fd4c9a8df7fa3d2a34e_R,R,0.0,20221207.0,"[1, 1, 1, 1, 0, 1]",1R0,True,1,1,1,1,0,1,,
563,791,2023.0,1.0,64210fd4c9a8df7fa3d2a352_R,R,0.0,20221207.0,"[1, 1, 1, 0, 1, 1]",1R0,True,1,1,1,0,1,1,,
564,792,2023.0,1.0,64210fd5c9a8df7fa3d2a356_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
565,793,2023.0,1.0,64210fd5c9a8df7fa3d2a35a_R,R,0.0,20221207.0,"[1, 0, 0, 1, 1, 0]",1R0,True,1,0,0,1,1,0,,
566,794,2023.0,1.0,64210fd5c9a8df7fa3d2a35e_R,R,0.0,20221207.0,"[1, 1, 0, 1, 1, 1]",1R0,True,1,1,0,1,1,1,,
567,795,2023.0,1.0,64210fd6c9a8df7fa3d2a362_R,R,0.0,20221207.0,"[0, 1, 0, 0, 1, 1]",1R0,True,0,1,0,0,1,1,,
568,796,2023.0,1.0,64210fd6c9a8df7fa3d2a366_R,R,0.0,20221207.0,"[1, 0, 0, 0, 1, 1]",1R0,True,1,0,0,0,1,1,,
569,797,2023.0,1.0,64210fd6c9a8df7fa3d2a36a_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
570,798,2023.0,1.0,64210fd7c9a8df7fa3d2a36e_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 0]",1R0,True,1,1,1,1,1,0,,
571,799,2023.0,1.0,64210fd7c9a8df7fa3d2a372_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
572,800,2023.0,1.0,64210fd7c9a8df7fa3d2a376_R,R,0.0,20221207.0,"[1, 1, 1, 0, 1, 0]",1R0,True,1,1,1,0,1,0,,
573,802,2023.0,1.0,64210fd8c9a8df7fa3d2a382_R,R,0.0,20221207.0,"[0, 0, 1, 1, 1, 1]",1R0,True,0,0,1,1,1,1,,
574,803,2023.0,1.0,64210fd8c9a8df7fa3d2a386_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
575,804,2023.0,1.0,64210fd9c9a8df7fa3d2a38a_R,R,0.0,20221207.0,"[1, 1, 0, 1, 1, 1]",1R0,True,1,1,0,1,1,1,,
576,805,2023.0,1.0,64210fd9c9a8df7fa3d2a38e_R,R,0.0,20221207.0,"[1, 0, 1, 0, 1, 1]",1R0,True,1,0,1,0,1,1,,
577,806,2023.0,1.0,64210fd9c9a8df7fa3d2a392_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
578,807,2023.0,1.0,64210fdac9a8df7fa3d2a396_R,R,0.0,20221207.0,"[1, 1, 0, 1, 1, 1]",1R0,True,1,1,0,1,1,1,,
579,808,2023.0,1.0,64210fdac9a8df7fa3d2a39a_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
580,809,2023.0,1.0,64210fdcc9a8df7fa3d2a3ae_R,R,0.0,20221207.0,"[1, 1, 0, 1, 1, 1]",1R0,True,1,1,0,1,1,1,,
581,811,2023.0,1.0,64210fdcc9a8df7fa3d2a3b6_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
582,812,2023.0,1.0,64210fddc9a8df7fa3d2a3ba_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
583,813,2023.0,1.0,64210fddc9a8df7fa3d2a3be_R,R,0.0,20221207.0,"[1, 1, 0, 1, 1, 1]",1R0,True,1,1,0,1,1,1,,
584,814,2023.0,1.0,64210fddc9a8df7fa3d2a3c2_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
585,815,2023.0,1.0,64210fdec9a8df7fa3d2a3c6_R,R,0.0,20221207.0,"[1, 0, 1, 1, 1, 1]",1R0,True,1,0,1,1,1,1,,
586,816,2023.0,1.0,64210fdec9a8df7fa3d2a3ca_R,R,0.0,20221207.0,"[1, 1, 0, 1, 1, 1]",1R0,True,1,1,0,1,1,1,,
587,817,2023.0,1.0,64210fdec9a8df7fa3d2a3ce_R,R,0.0,20221207.0,"[1, 0, 1, 1, 1, 1]",1R0,True,1,0,1,1,1,1,,
588,818,2023.0,1.0,64210fdfc9a8df7fa3d2a3d2_R,R,0.0,20221207.0,"[1, 1, 1, 1, 0, 1]",1R0,True,1,1,1,1,0,1,,
589,819,2023.0,1.0,64210fdfc9a8df7fa3d2a3d6_R,R,0.0,20221207.0,"[1, 0, 1, 1, 0, 1]",1R0,True,1,0,1,1,0,1,,
590,820,2023.0,1.0,64210fe0c9a8df7fa3d2a3de_R,R,0.0,20221207.0,"[1, 0, 0, 1, 1, 1]",1R0,True,1,0,0,1,1,1,,
591,821,2023.0,1.0,64210fe0c9a8df7fa3d2a3e2_R,R,0.0,20221207.0,"[1, 1, 1, 0, 1, 1]",1R0,True,1,1,1,0,1,1,,
592,822,2023.0,1.0,64210fe0c9a8df7fa3d2a3e6_R,R,0.0,20221207.0,"[1, 0, 1, 1, 1, 1]",1R0,True,1,0,1,1,1,1,,
593,823,2023.0,1.0,64210fe1c9a8df7fa3d2a3ee_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
594,824,2023.0,1.0,64210fe1c9a8df7fa3d2a3f2_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
595,825,2023.0,1.0,64210fe1c9a8df7fa3d2a3f6_R,R,0.0,20221207.0,"[1, 1, 0, 1, 1, 0]",1R0,True,1,1,0,1,1,0,,
596,826,2023.0,1.0,64210fe2c9a8df7fa3d2a3fa_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
597,827,2023.0,1.0,64210fe2c9a8df7fa3d2a3fe_R,R,0.0,20221207.0,"[1, 0, 1, 1, 1, 1]",1R0,True,1,0,1,1,1,1,,
598,828,2023.0,1.0,64210fe2c9a8df7fa3d2a402_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
599,829,2023.0,1.0,64210fe3c9a8df7fa3d2a406_R,R,0.0,20221207.0,"[0, 0, 0, 1, 1, 1]",1R0,True,0,0,0,1,1,1,,
600,830,2023.0,1.0,64210fe3c9a8df7fa3d2a40a_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
601,831,2023.0,1.0,64210fe4c9a8df7fa3d2a40e_R,R,0.0,20221207.0,"[1, 0, 1, 1, 1, 1]",1R0,True,1,0,1,1,1,1,,
602,832,2023.0,1.0,64211204c9a8df7fa3d2b727_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
603,833,2023.0,1.0,64211205c9a8df7fa3d2b72f_R,R,0.0,20221207.0,"[1, 1, 0, 1, 1, 1]",1R0,True,1,1,0,1,1,1,,
604,834,2023.0,1.0,64211206c9a8df7fa3d2b733_R,R,0.0,20221207.0,"[1, 0, 0, 0, 1, 1]",1R0,True,1,0,0,0,1,1,,
605,835,2023.0,1.0,64211207c9a8df7fa3d2b73b_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
606,836,2023.0,1.0,64211208c9a8df7fa3d2b743_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
607,838,2023.0,1.0,64211209c9a8df7fa3d2b74b_R,R,0.0,20221207.0,"[1, 0, 1, 1, 1, 1]",1R0,True,1,0,1,1,1,1,,
608,839,2023.0,1.0,64211209c9a8df7fa3d2b74f_R,R,0.0,20221207.0,"[1, 1, 1, 0, 1, 1]",1R0,True,1,1,1,0,1,1,,
609,840,2023.0,1.0,6421120ac9a8df7fa3d2b753_R,R,0.0,20221207.0,"[1, 0, 1, 1, 1, 1]",1R0,True,1,0,1,1,1,1,,
610,841,2023.0,1.0,6421120ac9a8df7fa3d2b757_R,R,0.0,20221207.0,"[1, 1, 0, 1, 1, 1]",1R0,True,1,1,0,1,1,1,,
611,842,2023.0,1.0,6421120bc9a8df7fa3d2b75b_R,R,0.0,20221207.0,"[1, 0, 1, 0, 1, 1]",1R0,True,1,0,1,0,1,1,,
612,843,2023.0,1.0,6421120cc9a8df7fa3d2b767_R,R,0.0,20221207.0,"[1, 1, 0, 1, 1, 1]",1R0,True,1,1,0,1,1,1,,
613,844,2023.0,1.0,6421120dc9a8df7fa3d2b76b_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
614,845,2023.0,1.0,6421120dc9a8df7fa3d2b76f_R,R,0.0,20221207.0,"[1, 1, 0, 1, 1, 0]",1R0,True,1,1,0,1,1,0,,
615,846,2023.0,1.0,6421120ec9a8df7fa3d2b773_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
616,848,2023.0,1.0,6421120fc9a8df7fa3d2b77b_R,R,0.0,20221207.0,"[1, 1, 1, 1, 1, 1]",1R0,True,1,1,1,1,1,1,,
